Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Years of Experience,Candidate Type,Degree,School,Major,Degree.1,School.1,Major.1,Degree.2,School.2,Major.2,Degree.3,School.3,Major.3,Highest Degree Level,Associated School,Associated Major,Offer Decision
2471532,System Engineer,Engineering,Offer Accepted,2016-09-01,Campus Event,2,Campus,Bachelors,University of Texas,Physics,,,,,,,,,,Bachelors,University of Texas,Physics,Offer Accepted
498561,System Engineer,Engineering,New Application,2017-09-06,Campus Event,2,Campus,Bachelors,University of Texas,Computer Science,PhD,NYU,Mathematics,,,,,,,PhD,NYU,Mathematics,
3304671,Associate Relationship Manager,Sales,New Application,2017-10-19,Campus Job Board,0,Campus,Bachelors,University of Texas,Economics,,,,,,,,,,Bachelors,University of Texas,Economics,
4145702,Operations Generalist,Operations,New Application,2017-12-06,Advertisement,0,Campus,Bachelors,Georgia Tech,Management,Bachelors,University of Texas,Business,,,,,,,Bachelors,Georgia Tech,Management,
386084,Associate Relationship Manager,Sales,New Application,2018-12-22,Campus Job Board,0,Campus,Masters,University of Texas,Mathematics,Bachelors,Harvard,Political Science,,,,,,,Masters,University of Texas,Mathematics,
3162057,Sr. Business Analyst,IT,New Application,2016-06-06,Agency,10,Experienced,Masters,Georgia Tech,Economics,Bachelors,Columbia,Computer Science,,,,,,,Masters,Georgia Tech,Economics,
131397,Associate Product Manager,Product,New Application,2018-11-28,Campus Job Board,1,Campus,Masters,University of Texas,Computer Science,Bachelors,Harvard,Mathematics,,,,,,,Masters,University of Texas,Computer Science,
6074421,System Engineer,Engineering,Phone Screen,2018-09-01,Campus Event,0,Campus,Bachelors,MIT,Physics,,,,,,,,,,Bachelors,MIT,Physics,
904967,Associate Relationship Manager,Sales,New Application,2017-10-15,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Mathematics,,,,,,,,,,Bachelors,Vanderbilt,Mathematics,
23993,IT Analyst,IT,New Application,2016-10-01,Career Fair,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,,Bachelors,Columbia,Computer Science,
1852341,Financial Analyst,Finance,New Application,2018-01-30,Campus Job Board,1,Campus,Bachelors,Vanderbilt,Statistics,Masters,MIT,Physics,Masters,NYU,Mathematics,,,,Masters,MIT,Physics,
4007571,Associate Relationship Manager,Sales,New Application,2018-08-01,Campus Job Board,0,Campus,Masters,Harvard,English,Bachelors,Vanderbilt,Management,,,,,,,Masters,Harvard,English,
2790,Associate Relationship Manager,Sales,New Application,2018-08-17,Campus Event,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,Offer Accepted
1136159,Associate Product Manager,Product,New Application,2018-08-12,Campus Job Board,0,Campus,Bachelors,Harvard,English,,,,,,,,,,Bachelors,Harvard,English,
2570487,UX Designer,Product,New Application,2018-11-24,Agency,4,Experienced,Bachelors,Harvard,Business,,,,,,,,,,Bachelors,Harvard,Business,
988071,Operations Coordinator,Operations,New Application,2017-12-22,Campus Event,0,Campus,Bachelors,NYU,Computer Science,PhD,University of Texas,English,,,,,,,PhD,University of Texas,English,
174456,System Engineer,Engineering,New Application,2018-09-03,Career Fair,0,Campus,Bachelors,MIT,Physics,,,,,,,,,,Bachelors,MIT,Physics,
6176481,Sr. Business Analyst,IT,Phone Screen,2017-09-22,Agency,13,Experienced,Bachelors,Columbia,Physics,,,,,,,,,,Bachelors,Columbia,Physics,
1491567,Associate Relationship Manager,Sales,New Application,2018-09-21,Campus Job Board,0,Campus,Bachelors,MIT,Economics,,,,,,,,,,Bachelors,MIT,Economics,
66011,System Engineer,Engineering,New Application,2017-03-19,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Mathematics,,,,,,,,,,Bachelors,Georgia Tech,Mathematics,
160668,System Engineer,Engineering,New Application,2017-10-28,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
5091017,Operations Coordinator,Operations,New Application,2018-09-05,Career Fair,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
6260774,Associate Relationship Manager,Sales,Phone Screen,2018-12-15,Campus Job Board,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,,Bachelors,University of Texas,Statistics,
917682,System Engineer,Engineering,New Application,2017-12-02,Advertisement,0,Campus,Bachelors,University of Washington,Statistics,,,,,,,,,,Bachelors,University of Washington,Statistics,
6188636,Financial Analyst,Finance,New Application,2018-08-28,Website,1,Campus,Bachelors,Columbia,Business,Bachelors,NYU,Economics,,,,,,,Bachelors,Columbia,Business,
323072,Associate Product Manager,Product,In-House Interview,2018-12-23,Website,0,Campus,Bachelors,UC Berkeley,Mathematics,,,,,,,,,,Bachelors,UC Berkeley,Mathematics,
6366191,IT Analyst,IT,Phone Screen,2017-08-09,Advertisement,4,Campus,Bachelors,NYU,Physics,PhD,Harvard,Economics,,,,,,,PhD,Harvard,Economics,
224576,System Engineer,Engineering,New Application,2017-02-26,Advertisement,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
2601,Associate Relationship Manager,Sales,Offer Accepted,2018-12-12,Advertisement,2,Campus,JD,University of Michigan,Mathematics,Bachelors,University of Texas,Political Science,,,,,,,Masters,University of Michigan,Mathematics,Offer Accepted
422556,System Engineer,Engineering,In-House Interview,2018-01-07,Campus Job Board,2,Campus,Bachelors,Georgia Tech,Mathematics,PhD,MIT,Computer Science,,,,,,,PhD,MIT,Computer Science,
252834,System Engineer,Engineering,In-House Interview,2016-09-23,Career Fair,0,Campus,PhD,Vanderbilt,Mathematics,Bachelors,MIT,Physics,,,,,,,PhD,Vanderbilt,Mathematics,
458702,Associate Product Manager,Product,New Application,2016-01-08,Website,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,,Bachelors,Harvard,Economics,
887334,Associate Relationship Manager,Sales,New Application,2018-11-04,Campus Job Board,0,Campus,Bachelors,University of Washington,Statistics,,,,,,,,,,Bachelors,University of Washington,Statistics,
4452731,Associate Relationship Manager,Sales,New Application,2018-09-30,Campus Event,0,Campus,Bachelors,University of Washington,Psychology,,,,,,,,,,Bachelors,University of Washington,Psychology,
281459,Associate Relationship Manager,Sales,New Application,2018-10-14,Campus Job Board,3,Campus,Bachelors,Columbia,Computer Science,PhD,Columbia,Physics,,,,,,,PhD,Columbia,Physics,
210836,System Engineer,Engineering,New Application,2018-03-13,Website,2,Campus,PhD,MIT,English,Bachelors,Columbia,Computer Science,,,,,,,PhD,MIT,English,
4309406,System Engineer,Engineering,New Application,2017-11-22,Campus Job Board,0,Campus,Bachelors,MIT,Economics,,,,,,,,,,Bachelors,MIT,Economics,
132846,Associate Relationship Manager,Sales,New Application,2016-10-28,Website,2,Campus,PhD,University of Texas,Political Science,Bachelors,Harvard,Economics,,,,,,,PhD,University of Texas,Political Science,
3985247,Associate Relationship Manager,Sales,In-House Interview,2016-02-07,Campus Job Board,3,Campus,Masters,Columbia,Management,Bachelors,UC Berkeley,Music,,,,,,,Masters,Columbia,Management,
175346,Associate Product Manager,Product,New Application,2016-10-11,Campus Event,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
128834,Associate Relationship Manager,Sales,New Application,2018-10-22,Campus Event,0,Campus,Bachelors,Harvard,Psychology,,,,,,,,,,Bachelors,Harvard,Psychology,
3010622,System Engineer,Engineering,New Application,2017-02-07,Advertisement,0,Campus,Bachelors,NYU,English,,,,,,,,,,Bachelors,NYU,English,
16493,System Engineer,Engineering,New Application,2018-11-24,Campus Job Board,0,Campus,Bachelors,University of Washington,Economics,,,,,,,,,,Bachelors,University of Washington,Economics,
78710,System Engineer,Engineering,New Application,2016-09-10,Career Fair,0,Campus,Bachelors,University of Michigan,Economics,,,,,,,,,,Bachelors,University of Michigan,Economics,
208868,System Engineer,Engineering,New Application,2016-09-09,Career Fair,0,Campus,Bachelors,MIT,Physics,,,,,,,,,,Bachelors,MIT,Physics,
107234,System Engineer,Engineering,New Application,2018-10-04,Campus Job Board,1,Campus,Bachelors,UC Berkeley,Computer Science,Masters,NYU,Mathematics,Masters,Georgia Tech,Computer Science,,,,Masters,NYU,Mathematics,
253931,Sr. Product Manager,Product,New Application,2017-04-12,Website,15,Experienced,Bachelors,Columbia,Statistics,Bachelors,MIT,Statistics,,,,,,,Bachelors,Columbia,Statistics,
5843922,Sr. Product Manager,Product,New Application,2018-04-29,Agency,4,Experienced,Bachelors,Columbia,English,PhD,Harvard,Statistics,,,,,,,PhD,Harvard,Statistics,
6206066,System Engineer,Engineering,Phone Screen,2018-10-03,Campus Job Board,2,Campus,PhD,Columbia,Mathematics,Bachelors,Columbia,Computer Science,,,,,,,PhD,Columbia,Mathematics,
5901671,Operations Coordinator,Operations,New Application,2017-10-06,Campus Job Board,0,Campus,Bachelors,University of Texas,Economics,,,,,,,,,,Bachelors,University of Texas,Economics,
189431,Associate Relationship Manager,Sales,New Application,2018-09-04,Career Fair,0,Campus,Bachelors,MIT,English,,,,,,,,,,Bachelors,MIT,English,
5398841,Associate Relationship Manager,Sales,New Application,2016-10-18,Campus Job Board,1,Campus,Masters,Columbia,Mathematics,Bachelors,Vanderbilt,Statistics,Bachelors,Vanderbilt,Business,,,,Masters,Columbia,Mathematics,
417777,Associate Relationship Manager,Sales,New Application,2016-01-29,Website,0,Campus,Bachelors,MIT,English,,,,,,,,,,Bachelors,MIT,English,
5966556,Associate Relationship Manager,Sales,New Application,2017-01-13,Campus Event,0,Campus,Masters,NYU,Psychology,Bachelors,MIT,Psychology,,,,,,,Masters,NYU,Psychology,
992067,Sr. Business Analyst,IT,New Application,2016-06-19,Agency,15,Experienced,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
201230,System Engineer,Engineering,New Application,2017-01-08,Advertisement,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
1246784,Associate Product Manager,Product,New Application,2017-03-17,Campus Job Board,0,Campus,Bachelors,NYU,Economics,,,,,,,,,,Bachelors,NYU,Economics,
495011,System Engineer,Engineering,New Application,2016-08-08,Campus Job Board,1,Campus,Bachelors,NYU,Computer Science,Masters,University of Texas,Statistics,Masters,Harvard,Physics,,,,Masters,University of Texas,Statistics,
6073472,Associate Relationship Manager,Sales,Phone Screen,2016-11-19,Career Fair,0,Campus,Bachelors,Columbia,Classics,Bachelors,Columbia,Classics,,,,,,,Bachelors,Columbia,Classics,
5250192,Associate Relationship Manager,Sales,New Application,2016-10-08,Campus Job Board,0,Campus,Bachelors,Columbia,Business,,,,,,,,,,Bachelors,Columbia,Business,
170852,Operations Coordinator,Operations,New Application,2016-10-30,Campus Job Board,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,,Bachelors,University of Texas,Computer Science,
3083417,Associate Product Manager,Product,New Application,2016-11-29,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Mathematics,,,,,,,,,,Bachelors,Vanderbilt,Mathematics,
1619367,System Engineer,Engineering,Phone Screen,2018-02-28,Campus Event,0,Campus,Bachelors,Columbia,Mathematics,PhD,Harvard,Economics,,,,,,,PhD,Harvard,Economics,
6232526,Associate Product Manager,Product,Phone Screen,2018-09-01,Campus Job Board,2,Campus,PhD,Georgia Tech,Sociology,Bachelors,Vanderbilt,Sociology,,,,,,,PhD,Georgia Tech,Sociology,
3639426,Associate Product Manager,Product,New Application,2017-09-12,Career Fair,0,Campus,Bachelors,MIT,Business,,,,,,,,,,Bachelors,MIT,Business,
110096,Associate Relationship Manager,Sales,New Application,2018-11-15,Campus Job Board,1,Campus,Masters,NYU,Economics,Bachelors,UC Berkeley,Psychology,,,,,,,Masters,NYU,Economics,
103776,Business Operations Manager,Operations,New Application,2016-11-04,Outsourced,14,Experienced,Bachelors,Columbia,Economics,,,,,,,,,,Bachelors,Columbia,Economics,
147995,Operations Coordinator,Operations,New Application,2018-11-13,Career Fair,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,,Bachelors,University of Texas,Statistics,
3768234,Sr. Software Engineer,Engineering,New Application,2018-11-25,Agency,8,Experienced,Bachelors,Columbia,Physics,Masters,MIT,Mathematics,Masters,NYU,Physics,,,,Masters,MIT,Mathematics,
823556,Account Executive,Sales,New Application,2017-04-23,Outsourced,15,Experienced,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
3299612,Associate Relationship Manager,Sales,New Application,2016-10-16,Campus Job Board,1,Campus,Masters,University of Texas,Psychology,Bachelors,Vanderbilt,Mathematics,,,,,,,Masters,University of Texas,Psychology,
111734,Associate Relationship Manager,Sales,New Application,2018-11-16,Advertisement,0,Campus,Masters,Georgia Tech,Physics,Bachelors,NYU,Statistics,Bachelors,NYU,Mathematics,,,,Masters,Georgia Tech,Physics,
1013531,System Engineer,Engineering,New Application,2017-03-21,Advertisement,0,Campus,Bachelors,NYU,Economics,,,,,,,,,,Bachelors,NYU,Economics,
6077291,System Engineer,Engineering,Phone Screen,2016-10-29,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
124236,IT Analyst,IT,New Application,2016-11-05,Career Fair,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,,Bachelors,UC Berkeley,Computer Science,
1286447,Associate Relationship Manager,Sales,New Application,2018-09-13,Campus Job Board,1,Campus,Masters,Harvard,Mathematics,Bachelors,MIT,English,,,,,,,Masters,Harvard,Mathematics,
370502,System Engineer,Engineering,In-House Interview,2018-08-06,Campus Event,2,Campus,PhD,UC Berkeley,Mathematics,Bachelors,University of Texas,Statistics,,,,,,,PhD,UC Berkeley,Mathematics,
3157112,System Engineer,Engineering,New Application,2016-09-15,Campus Event,2,Campus,Bachelors,Harvard,Computer Science,PhD,MIT,Computer Science,,,,,,,PhD,MIT,Computer Science,
4731359,Sr. Software Engineer,Engineering,New Application,2018-06-06,Website,11,Experienced,PhD,Harvard,Statistics,Bachelors,Columbia,Statistics,,,,,,,PhD,Harvard,Statistics,
6086891,Operations Generalist,Operations,New Application,2018-08-30,Career Fair,1,Campus,Bachelors,NYU,Management,Bachelors,MIT,English,,,,,,,Bachelors,NYU,Management,
103586,System Engineer,Engineering,In-House Interview,2018-08-06,Campus Event,0,Campus,PhD,Columbia,Statistics,Bachelors,UC Berkeley,Physics,,,,,,,PhD,Columbia,Statistics,
946007,Associate Product Manager,Product,New Application,2017-09-26,Career Fair,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
107327,System Engineer,Engineering,New Application,2018-10-21,Campus Job Board,3,Campus,Bachelors,Harvard,Statistics,Bachelors,Vanderbilt,Statistics,Bachelors,Vanderbilt,Mathematics,,,,Bachelors,Harvard,Statistics,
17690,Financial Analyst,Finance,New Application,2016-10-18,Campus Job Board,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,,Bachelors,Columbia,Statistics,
2336397,Sr. Customer Service Operations Associate,Operations,New Application,2017-08-11,Career Fair,6,Experienced,Bachelors,MIT,Sociology,,,,,,,,,,Bachelors,MIT,Sociology,
168065,Operations Generalist,Operations,New Application,2018-09-10,Career Fair,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,,Bachelors,Vanderbilt,Computer Science,
6082649,Account Executive,Sales,New Application,2016-05-15,Career Fair,13,Experienced,Bachelors,Harvard,English,,,,,,,,,,Bachelors,Harvard,English,
6330599,Finance Manager,Finance,Phone Screen,2017-05-13,Agency,4,Experienced,Bachelors,Harvard,Management,,,,,,,,,,Bachelors,Harvard,Management,
103127,Associate Relationship Manager,Sales,New Application,2018-01-01,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,,Bachelors,NYU,Mathematics,
131751,System Engineer,Engineering,New Application,2017-09-08,Career Fair,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
438746,Associate Relationship Manager,Sales,New Application,2017-11-01,Campus Job Board,0,Campus,Bachelors,Harvard,Political Science,,,,,,,,,,Bachelors,Harvard,Political Science,
2621846,System Engineer,Engineering,New Application,2018-08-30,Career Fair,0,Campus,Bachelors,University of Michigan,English,,,,,,,,,,Bachelors,University of Michigan,English,
90875,System Engineer,Engineering,New Application,2016-09-23,Career Fair,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,,Bachelors,Harvard,Statistics,
2480,Associate Relationship Manager,Sales,Offer Sent,2018-12-25,Campus Event,0,Campus,Masters,MIT,Statistics,Bachelors,Georgia Tech,Physics,Bachelors,Georgia Tech,Statistics,,,,Masters,MIT,Statistics,Offer Response Pending
93843,System Engineer,Engineering,New Application,2016-11-12,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,,Bachelors,NYU,Mathematics,
6133574,Operations Coordinator,Operations,New Application,2018-10-22,Campus Event,0,Campus,PhD,NYU,Computer Science,Masters,Harvard,English,Bachelors,Harvard,Computer Science,,,,PhD,NYU,Computer Science,
1432221,System Engineer,Engineering,New Application,2018-09-19,Career Fair,0,Campus,Bachelors,University of Michigan,Statistics,,,,,,,,,,Bachelors,University of Michigan,Statistics,
183366,System Engineer,Engineering,New Application,2016-01-16,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,,Bachelors,Vanderbilt,Computer Science,
1828109,Associate Relationship Manager,Sales,New Application,2017-12-26,Campus Job Board,0,Campus,Bachelors,Harvard,English,,,,,,,,,,Bachelors,Harvard,English,
652632,Sr. Customer Service Operations Associate,Operations,New Application,2016-05-16,Outsourced,11,Experienced,Bachelors,University of Washington,Political Science,,,,,,,,,,Bachelors,University of Washington,Political Science,
